Tiempo_ms,Periodo_ms,Frecuencia_Hz
1999674,99.544,10.046
2000873,53.528,18.682
2001473,42.972,23.271
2002673,38.244,26.148
2003574,1084.956,0.922
2003873,35.136,28.461
2004773,33.072,30.237
2005673,32.212,31.044
2006874,31.088,32.167
2007774,29.692,33.679
2008674,28.324,35.306
2009274,827.208,1.209
2009574,27.656,36.159
2010173,27.696,36.106
2011073,27.820,35.945
2011973,28.604,34.960
2012873,30.812,32.455
2014073,46.896,21.324
