Tiempo_ms,Periodo_ms,Frecuencia_Hz
3566,28.332,35.296
3581,19.344,51.696
3590,16.536,60.474
3599,954.548,1.048
3602,14.896,67.132
3608,883.528,1.132
3611,14.124,70.801
3623,13.492,74.118
3626,13.076,76.476
3629,13.076,76.476
3632,13.076,76.476
3635,12.520,79.872
3638,12.520,79.872
3641,784.184,1.275
3644,12.716,78.641
3650,13.068,76.523
3659,13.244,75.506
3668,13.332,75.008
