Tiempo_ms,Periodo_ms,Frecuencia_Hz
3030.0,3030.0,0.330
4540.0,1510.0,0.662
5830.0,1290.0,0.775
7090.0,1260.0,0.794
8110.0,1020.0,0.980
9140.0,1030.0,0.971
10100.0,960.0,1.042
11050.0,950.0,1.053
11870.0,820.0,1.220
12860.0,990.0,1.010
13680.0,820.0,1.220
14510.0,830.0,1.205
15310.0,800.0,1.250
16180.0,870.0,1.149
17190.0,1010.0,0.990
