Tiempo_ms,Periodo_ms,Frecuencia_Hz
1970.0,1970.0,0.508
2920.0,950.0,1.053
3810.0,890.0,1.124
5100.0,1290.0,0.775
5990.0,890.0,1.124
7090.0,1100.0,0.909
9860.0,2770.0,0.361
