Tiempo_ms,Periodo_ms,Frecuencia_Hz
11874,92.160,10.851
12174,61.904,16.154
13973,58.360,17.135
15773,55.660,17.966
17573,52.416,19.078
19074,50.280,19.889
20574,48.900,20.450
22074,47.576,21.019
23873,47.928,20.865
25073,51.020,19.600
26273,52.820,18.932
28374,55.048,18.166
29874,56.652,17.652
