Tiempo_ms,Periodo_ms,Frecuencia_Hz
711174,57.672,17.339
712974,49.092,20.370
714473,48.004,20.832
715973,47.268,21.156
717473,45.936,21.769
718973,44.528,22.458
720175,1372.684,0.728
720474,44.920,22.262
721674,45.360,22.046
723174,45.700,21.882
724673,46.080,21.701
726173,46.448,21.529
727673,46.800,21.368
729174,48.348,20.683
