Tiempo_ms,Periodo_ms,Frecuencia_Hz
15560.0,1160.0,0.862
16470.0,910.0,1.099
17430.0,960.0,1.042
18270.0,840.0,1.190
19090.0,820.0,1.220
19910.0,820.0,1.220
20590.0,680.0,1.471
21610.0,1020.0,0.980
22430.0,820.0,1.220
23090.0,660.0,1.515
26090.0,3000.0,0.333
